       2.203237442935e-01       2.780704749426e-01 
       2.276920364212e-01       2.585232224428e-01 
       2.353074322996e-01       2.427760563002e-01 
       2.431788517621e-01       2.305045475474e-01 
       2.513158645973e-01       2.200418610768e-01 
       2.597288129417e-01       2.093086104886e-01 
       2.684289529582e-01       1.970888998111e-01 
       2.774286192840e-01       1.835994830724e-01 
       2.867414167386e-01       1.702552062203e-01 
       2.963824451055e-01       1.586290251338e-01 
       3.063685645582e-01       1.491517592918e-01 
       3.167187116412e-01       1.410067445204e-01 
       3.274542788560e-01       1.329460307501e-01 
       3.385995751601e-01       1.242661833376e-01 
       3.501823905321e-01       1.154406517356e-01 
       3.622346958773e-01       1.073631442413e-01 
       3.747935210137e-01       1.004270332586e-01 
       3.879020698993e-01       9.411027299670e-02 
       4.016111562124e-01       8.777579694718e-02 
       4.159810779533e-01       8.140778846476e-02 
       4.310841036250e-01       7.546308991400e-02 
       4.470078260332e-01       7.008496414090e-02 
       4.638597722788e-01       6.499306131580e-02 
       4.817738746916e-01       5.995294469879e-02 
       5.009197708718e-01       5.514554683325e-02 
       5.215165330264e-01       5.067659565633e-02 
       5.438535687785e-01       4.633048429316e-02 
       5.683235904662e-01       4.212098422527e-02 
       5.954768212316e-01       3.809283474092e-02 
       6.261145601726e-01       3.414116316996e-02 
       6.614602207704e-01       3.027375929274e-02 
       7.034937737277e-01       2.642079712026e-02 
       7.556578852578e-01       2.253522382063e-02 
       8.244691466295e-01       1.853186053942e-02 
       9.233255611492e-01       1.433370316504e-02 
       1.079590130458e+00       1.000623683895e-02 
       1.328436882408e+00       6.162718075953e-03 
       1.669582450610e+00       3.578270994184e-03 
       2.101825866559e+00       2.050696187832e-03 
       2.646041792467e+00       1.165493928663e-03 
       3.331169253100e+00       6.574524606199e-04 
       4.193693623715e+00       3.683549634876e-04 
       5.279547472173e+00       2.051087676879e-04 
       6.646556475493e+00       1.135650109337e-04 
       8.367518847923e+00       6.255416137601e-05 
       1.053408211132e+01       3.429314692377e-05 
       1.326162365986e+01       1.871792258274e-05 
       1.669539502705e+01       1.017551238306e-05 
       2.101825705950e+01       5.510906740673e-06 
       2.646041792382e+01       2.974251303655e-06 
       3.331169253100e+01       1.599975503277e-06 
       4.193693623715e+01       8.580365225415e-07 
       5.279547472173e+01       4.587875749559e-07 
